Title,Authors,URL,1_ML_Algorithm,1_Detection_domain,1_Open_source,1_Safety/security,2_Training_data,2_Anomaly_generation,Injected,2_Data_size,2_Collection_date,2_AV_level,3_Testing_metrics,3_Detection_latency,Dataset,Simulation,Comments,Links,Performance,,
Supervised and unsupervised intrusion detection based on CAN message frequencies for in-vehicle network,"Kuwahara, T. and Baba, Y. and Kashima, H. and Kishikawa, T. and Tsurumi, J. and Haga, T. and Ujiie, Y. and Sasaki, T. and Matsushima, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043978832&doi=10.2197%2fipsjjip.26.306&partnerID=40&md5=a8ce006362c84f58845f00a2b6e0902a,Total-Counting-Feature,CAN,NA,Security,Real-world,Anomalies are injected into actual vehicles as their logs are recorded.,Attacking while recording the log,"Small: 62,015 and 144 malicious. Large: 64,518 and 2905 malicious. Small moving: 49625 and 819 malicious. Large moving: 218,024 and 118,152 malicious.",NA,NA,"ROC, AUC",NA,NA,NA,,,,,
Detecting known and unknown faults in automotive systems using ensemble-based anomaly detection,"Theissler, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013675193&doi=10.1016%2fj.knosys.2017.02.023&partnerID=40&md5=fe5d6ca83af5f5b2fbf6268f80313fed,"One Class Vector Machine, Mahalanobis Classifier, Extreme Value Analysis",Vehicle Sensors,NA,Safety,Simulation,Anomalies were injected by the authors.,Random injections,NA,NA,NA,"Recall, Precision, F2-score",NA,NA,NA,,,,,
Exploiting Consistency among Heterogeneous Sensors for Vehicle Anomaly Detection,"Ganesan, A. and Rao, J. and Shin, K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018425369&doi=10.4271%2f2017-01-1654&partnerID=40&md5=0fae91f8c7d803e4ab6d1a97818785e4,"Pairwise Correlation, Cluster-Analysis","Vehicle Sensors, ECUs",NA,Security,Real-world,Anomalies were injected by the authors.,Random injections,NA,april 2009-may 2010,NA,NA,NA,NA,NA,,,,,
Anomaly detection for internet of vehicles: A trust management scheme with affinity propagation,"Yang, S. and Liu, Z. and Li, J. and Wang, S. and Yang, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964890007&doi=10.1155%2f2016%2f5254141&partnerID=40&md5=2fc789a400355305e557e310bce5140d,Long Short-Term Memory,IoV,NA,Both,Simulation,The anomalies in the dataset were generated by creating different behavior patterns for anomaly nodes and normal nodes in the simulated environment. ,Anomalies were generated,NA,NA,NA,Cover-ratio,NA,NA,NA,,,,,
A statistical-based anomaly detection method for connected cars in internet of things environment,"Han, M.L. and Lee, J. and Kang, A.R. and Kang, S. and Park, J.K. and Kim, H.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951990346&doi=10.1007%2f978-3-319-27293-1_9&partnerID=40&md5=9071e4d932df004127619ea510eb1c78,Statistics-based,IoV,NA,Both,Real-world,"The anomalies were generated by creating abnormal driving patterns, such as bursts of acceleration and braking.",Anomalies were generated,NA,NA,NA,NA,NA,NA,NA,,,,,
Bit scanner: Anomaly detection for in-vehicle CAN bus using binary sequence whitelisting,"Zhang, G. and Liu, Q. and Cao, C. and Li, J. and Li, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169029560&doi=10.1016%2fj.cose.2023.103436&partnerID=40&md5=f9c2902f66d3c28b8c4f1fb289e23836,Binary Sequence Whitelisting,CAN,https://github.com/happy-little-zhang/Bit-Scanner,Security,Real-world,Anomalies were simulated.,Simulated attacks,NA,NA,NA,"TP, TN, FP, FN, Recall, FPR",NA,NA,NA,,,,,
An Association Rules-Based Approach for Anomaly Detection on CAN-bus,"D’Angelo, G. and Ficco, M. and Robustelli, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168773608&doi=10.1007%2f978-3-031-37108-0_12&partnerID=40&md5=f8fc08e0697f579f060868894667d54d,"Cluster-based Learning Algorithm, K-Nearest Neighbor",CAN,NA,Security,Real-world,Attacking while recording the log,Attacking while recording the log,30-40 minutes of CAN traffic.,NA,NA,"Accuracy, Precision, Recall, F1-score",NA,Car-Hacking Dataset (HCRL),NA,,,"DoS A P R F1 1. Fuzzy: A0.99, P 1, 0.99, F1 0.99. Gear: A 0.99, P 0.98, R 1, F1 0.99. RPM A 0.99, P .098, R 1, F1 0.99",,
Anomaly Detection for Automated Vehicles Integrating Continuous Wavelet Transform and Convolutional Neural Network,"Wang, L. and Zhang, X.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159346303&doi=10.3390%2fapp13095525&partnerID=40&md5=9cd192d42d54cbd8a702515de9024431,"Continuous Wavelet Transform, Convolutional Neural Network",CAN,NA,Security,Real-world,"Anomaly data was created to simulate scenarios such as sensor inaccuracies, wireless message injection attacks, and false messages reported by hijacked sensors",Random injections,"223GB, no mentions of number of anomalies",NA,NA,"Accuracy, Recall, Precision, F1-score",7.98 ms,Open Sourcing 223 GB of Driving Data,NA,,https://medium.com/udacity/open-sourcing-223gb-of-mountain-view-driving-data-f6b5593fbfa5,"A 0.9603, R 0.9503, P 0.9697, F1 0.9599",,
Vehicle Anomaly Detection by Attention-Enhanced Temporal Convolutional Network,Z. He and Y. Chen and D. Zhang and M. Abdulaal,NA,Temporal Convolutional Networks,ITS,NA,Security,Real-world,Anomalies are randomly injected into the dataset.,Random injections,In-vehicle speeds from the SPMD dataset with 4000 samples (400 seconds) for the training set and 2000 samples (200 seconds) for the test set.,NA,NA,"Accuracy, Recall, Precision, F1-score",NA,SPMD,NA,,,"A 0.997, R 0.996, P 0.998, F1 0.997",,
A Novel Mechanism for Misbehavior Detection in Vehicular Networks,E. P. Valentini and G. P. R. Filho and R. E. De Grande and C. M. Ranieri and L. A. P. Júnior and R. I. Meneguette,NA,Statistics-based,VANETs,NA,Security,Simulation,Simulated attacks ,Simulated attacks,NA,NA,NA,"TP, TN, FP, FN, Recall, FPR, FNR",NA,NA,SUMO,,,,,
Multiple Observation HMM-Based CAN Bus Intrusion Detection System for In-Vehicle Network,C. Dong and H. Wu and Q. Li,NA,Hidden Markov Model,CAN,NA,Security,Real-world,Attacking while recording the log,Attacking while recording the log,NA,NA,NA,"Accuracy, Precision, Recall, F1-score",NA,NA,NA,,,,,
RX-ADS: Interpretable Anomaly Detection Using Adversarial ML for Electric Vehicle CAN Data,C. S. Wickramasinghe and D. L. Marino and H. S. Mavikumbure and V. Cobilean and T. D. Pennington and B. J. Varghese and C. Rieger and M. Manic,NA,Autoencoder,CAN,NA,Security,Real-world,The anomalies were generated through two types of attacks: Denial of Service (DoS) and Fuzzy attacks.,Attacking while recording the log,"In the DoS Attack dataset, there are 656,579 attacked messages. In the Fuzzy Attack dataset, there are 591,990 attacked messages.",NA,NA,"Accuracy, Precision, Recall, F1-score",NA,"OTIDS, Car-Hacking Dataset (HCRL)",NA,,,"Mixed OTIDS and Car-hacking: DoS: A 0.9947, P .996, R .997, F1 .996. Fuzzy: A .99, P .994, R .996, F1 .995",,
Detection of Physical Adversarial Attacks on Traffic Signs for Autonomous Vehicles,B. Villarini and P. Radoglou-Grammatikis and T. Lagkas and P. Sarigiannidis and V. Argyriou,NA,Generative Adversarial Network,Image,NA,Security,Real-world,Anomalies were generated. ,Anomalies were generated,"50, 000 images",NA,NA,"Accuracy, Precision, Recall, F1-score",NA,"GTSRB, GTSRM",NA,,,,,
EVENT: Real-time Video Feed Anomaly Detection for Enhanced Security in Autonomous Vehicles,G. Aivatoglou and N. Oikonomou and G. Spanos and K. Livitckaia and K. Votis and D. Tzovaras,NA,Convolutional Long Short-Term Memory,Image,NA,Security,Real-world,No information on anomaly generation.,NA,32.483 compressed JPEG images per camera,NA,NA,"MSE, SSIM",NA,ONCE (One millioN sCenEs),NA,,,,,
Multi-Sensors Space and Time Dimension based Intrusion Detection System in Automated Vehicles,L. Wang and X. Zhang and D. Li and H. Liu,NA,Convolutional Neural Network,Vehicle Sensors,NA,Security,Real-world,Simulated attacks ,Simulated attacks,"223GB, no mentions of number of anomalies",NA,NA,"Accuracy, Recall, Precision, F1-score",1.26-4.47 ms,Open Sourcing 223 GB of Driving Data,NA,,,"Best model: A 0.9907, R 0.987, P 0.9943, F1 0.9906",,
Deep Learning-Based Anomaly Detection for Connected Autonomous Vehicles Using Spatiotemporal Information,P. Mansourian and N. Zhang and A. Jaekel and M. Kneppers,NA,"Long Short-Term Memory, Convolutional Long Short-Term Memory",CAN,NA,Security,Real-world,"The anomalies in this study were generated through different types of attacks on the in-vehicle network: Fuzzy Attack, Gear Spoof, RPM Spoof, and DoS Attack. These attacks were part of the public CAN datasets used in the study, which were collected by a Kia Soul test vehicle and contain 17,558,346 CAN messages.",Attacking while recording the log,"Dataset: spoofing the gear has 4,443,142 messages, wher 3,845,890 is normal and 597,252 is anomalous. In the spoofing the RPM gauze 4,621,702 total messages where 3,966,805 is normall and 654,897 is anomalous.",NA,NA,"Recall, Precision, F-Score, Accuracy",0.06-0.3 ms,Car-Hacking Dataset (HCRL),NA,,,"DoS: R P F A 1. Fuzzy: R 0.99, P 0.99, F 0.99, A 1. Gear: R P F A 1. RPM: R P F A 1",,
